Feature,n_folds_selected,mean_rank_when_selected,mean_importance_share,mean_chi2_score,Model,pct_folds_selected
txt:borrow pay,1,168.0,0.0033,1.9,XGBoost,7.1
txt:intent use,1,168.0,0.0036,1.59,XGBoost,7.1
txt:branch,1,169.0,0.0035,0.84,XGBoost,7.1
txt:card forever,1,170.0,0.0035,2.08,XGBoost,7.1
txt:phone cable,1,170.0,0.0035,1.06,XGBoost,7.1
txt:rehab,1,171.0,0.0035,1.9,XGBoost,7.1
txt:gate,1,172.0,0.0034,3.02,XGBoost,7.1
txt:closed year,1,174.0,0.0034,2.47,XGBoost,7.1
txt:door,1,176.0,0.0035,1.59,XGBoost,7.1
txt:little work,1,176.0,0.0033,1.49,XGBoost,7.1
txt:charles,1,177.0,0.0035,2.18,XGBoost,7.1
txt:everett,1,177.0,0.0034,2.69,XGBoost,7.1
txt:exciting,1,178.0,0.0035,0.91,XGBoost,7.1
txt:consolidation director,1,179.0,0.0025,3.66,XGBoost,7.1
txt:harley,1,181.0,0.0034,0.96,XGBoost,7.1
txt:nicer,1,181.0,0.003,2.9,XGBoost,7.1
txt:backed,1,183.0,0.0033,2.06,XGBoost,7.1
txt:candidate stable,1,183.0,0.0032,2.02,XGBoost,7.1
txt:integrated,1,183.0,0.0033,1.36,XGBoost,7.1
txt:lamar,1,183.0,0.0024,3.84,XGBoost,7.1
txt:stable debt,1,184.0,0.0033,1.8,XGBoost,7.1
txt:year refi,1,185.0,0.0032,2.19,XGBoost,7.1
txt:card misc,1,186.0,0.0029,2.87,XGBoost,7.1
txt:air force,1,188.0,0.0032,1.41,XGBoost,7.1
txt:financial burden,1,188.0,0.0033,1.66,XGBoost,7.1
txt:credit missed,1,189.0,0.0032,0.72,XGBoost,7.1
txt:card refinancing,1,192.0,0.0026,3.58,XGBoost,7.1
txt:charleston,1,192.0,0.0032,1.57,XGBoost,7.1
txt:daniel,1,193.0,0.0026,3.64,XGBoost,7.1
txt:financial life,1,194.0,0.003,2.04,XGBoost,7.1
txt:payment late,1,194.0,0.0032,1.0,XGBoost,7.1
txt:refinance high,1,194.0,0.0031,0.82,XGBoost,7.1
txt:advance funding,1,195.0,0.0032,1.85,XGBoost,7.1
txt:process moving,1,195.0,0.003,1.53,XGBoost,7.1
txt:comcast,1,196.0,0.0032,1.41,XGBoost,7.1
txt:pay quicker,1,197.0,0.0032,1.67,XGBoost,7.1
txt:situation good,1,199.0,0.003,0.93,XGBoost,7.1
txt:tuition cost,1,200.0,0.0024,3.18,XGBoost,7.1
txt:goal pay,1,201.0,0.003,0.74,XGBoost,7.1
txt:mark,1,201.0,0.0026,2.33,XGBoost,7.1
txt:food,1,202.0,0.002,4.08,XGBoost,7.1
txt:pay current,1,203.0,0.003,0.9,XGBoost,7.1
txt:repayment record,1,203.0,0.0026,2.07,XGBoost,7.1
txt:help consolidating,1,207.0,0.0021,3.33,XGBoost,7.1
txt:hard worker,1,208.0,0.0024,2.23,XGBoost,7.1
txt:tenure,1,208.0,0.0029,2.52,XGBoost,7.1
txt:simple,1,210.0,0.003,1.09,XGBoost,7.1
txt:size,1,210.0,0.0028,1.52,XGBoost,7.1
txt:refinance new,1,211.0,0.0022,2.22,XGBoost,7.1
txt:depts,1,212.0,0.0019,1.93,XGBoost,7.1
txt:cleaning,1,214.0,0.0027,1.03,XGBoost,7.1
txt:flavor,1,214.0,0.0018,2.39,XGBoost,7.1
txt:sushi,1,216.0,0.0016,2.75,XGBoost,7.1
txt:account past,1,217.0,0.002,2.1,XGBoost,7.1
txt:ccloan,1,217.0,0.002,3.9,XGBoost,7.1
txt:enable,1,217.0,0.0026,0.76,XGBoost,7.1
txt:alpine,1,219.0,0.0022,1.38,XGBoost,7.1
txt:able use,1,220.0,0.0023,1.59,XGBoost,7.1
txt:coal,1,220.0,0.001,3.71,XGBoost,7.1
txt:resource,1,220.0,0.0025,0.83,XGBoost,7.1
txt:wedding dress,1,221.0,0.0018,2.14,XGBoost,7.1
txt:card owe,1,222.0,0.0021,1.09,XGBoost,7.1
txt:combined income,1,222.0,0.0023,1.73,XGBoost,7.1
txt:financial group,1,224.0,0.0024,0.79,XGBoost,7.1
txt:menards,1,227.0,0.0,2.02,XGBoost,7.1
txt:worker stable,1,227.0,0.0,1.86,XGBoost,7.1
txt:jacob,1,228.0,0.0,4.1,XGBoost,7.1
txt:null pay,1,228.0,0.0,1.59,XGBoost,7.1
txt:year consolidated,1,228.0,0.0,2.04,XGBoost,7.1
txt:campus,1,229.0,0.0017,1.28,XGBoost,7.1
txt:enterprise,1,229.0,0.0018,0.84,XGBoost,7.1
txt:mama,1,229.0,0.0,3.02,XGBoost,7.1
txt:wardrobe,1,229.0,0.0,2.94,XGBoost,7.1
txt:able payment,1,230.0,0.0017,0.8,XGBoost,7.1
txt:maintaining good,1,230.0,0.0,2.65,XGBoost,7.1
txt:monthly year,1,231.0,0.0,1.23,XGBoost,7.1
txt:office year,1,231.0,0.0,2.14,XGBoost,7.1
txt:relocation moving,1,231.0,0.0,3.13,XGBoost,7.1
txt:kai,1,232.0,0.0,6.23,XGBoost,7.1
txt:paid consolidate,1,233.0,0.0,2.11,XGBoost,7.1
txt:keiser university,1,234.0,0.0,5.88,XGBoost,7.1
txt:wisconsin,1,234.0,0.0,1.16,XGBoost,7.1
txt:month getting,1,235.0,0.0,1.37,XGBoost,7.1
txt:moving forward,1,235.0,0.0,1.35,XGBoost,7.1
txt:pay secure,1,235.0,0.0,2.08,XGBoost,7.1
txt:money money,1,236.0,0.0,2.36,XGBoost,7.1
txt:weren,1,236.0,0.0,0.96,XGBoost,7.1
txt:hope buy,1,237.0,0.0,3.52,XGBoost,7.1
txt:montage,1,237.0,0.0,3.08,XGBoost,7.1
txt:lacy,1,238.0,0.0,5.08,XGBoost,7.1
txt:paid hope,1,238.0,0.0,1.42,XGBoost,7.1
txt:homeimprov,1,239.0,0.0,12.19,XGBoost,7.1
txt:levy,1,239.0,0.0,3.98,XGBoost,7.1
txt:loa,1,239.0,0.0,4.56,XGBoost,7.1
txt:homemaker,1,240.0,0.0,11.05,XGBoost,7.1
txt:medline industry,1,240.0,0.0,4.32,XGBoost,7.1
txt:money owed,1,240.0,0.0,1.3,XGBoost,7.1
txt:money payment,1,240.0,0.0,1.29,XGBoost,7.1
txt:medline,1,241.0,0.0,3.78,XGBoost,7.1
txt:wamu,1,241.0,0.0,0.96,XGBoost,7.1
txt:legal issue,1,242.0,0.0,2.74,XGBoost,7.1
txt:money available,1,242.0,0.0,0.83,XGBoost,7.1
txt:old college,1,242.0,0.0,0.89,XGBoost,7.1
txt:ordered,1,242.0,0.0,1.35,XGBoost,7.1
txt:viewing request,1,242.0,0.0,1.74,XGBoost,7.1
txt:importer,1,243.0,0.0,4.02,XGBoost,7.1
txt:little minimum,1,243.0,0.0,2.72,XGBoost,7.1
txt:new gutter,1,243.0,0.0,3.03,XGBoost,7.1
txt:miller,1,244.0,0.0,1.42,XGBoost,7.1
txt:opportunity pay,1,244.0,0.0,1.43,XGBoost,7.1
txt:improvement macys,1,245.0,0.0,3.52,XGBoost,7.1
txt:mantech,1,245.0,0.0,2.07,XGBoost,7.1
txt:mechanic,1,245.0,0.0,1.01,XGBoost,7.1
txt:michigan,1,245.0,0.0,1.1,XGBoost,7.1
txt:housing expense,1,246.0,0.0,2.78,XGBoost,7.1
txt:interval,1,246.0,0.0,3.61,XGBoost,7.1
txt:max,1,246.0,0.0,1.66,XGBoost,7.1
txt:monterey county,1,247.0,0.0,3.4,XGBoost,7.1
txt:payment truly,1,247.0,0.0,1.82,XGBoost,7.1
txt:making difficult,1,248.0,0.0,1.28,XGBoost,7.1
txt:month based,1,248.0,0.0,1.59,XGBoost,7.1
txt:job question,1,249.0,0.0,1.92,XGBoost,7.1
txt:medical personal,1,249.0,0.0,1.58,XGBoost,7.1
txt:metro area,1,249.0,0.0,1.3,XGBoost,7.1
txt:investigative,1,250.0,0.0,5.47,XGBoost,7.1
txt:maintain good,1,250.0,0.0,1.26,XGBoost,7.1
txt:ipg,1,251.0,0.0,4.88,XGBoost,7.1
txt:kaiser hospital,1,251.0,0.0,4.54,XGBoost,7.1
txt:madison square,1,251.0,0.0,1.95,XGBoost,7.1
txt:pepper,1,251.0,0.0,4.38,XGBoost,7.1
txt:mayo clinic,1,252.0,0.0,2.09,XGBoost,7.1
txt:money spend,1,252.0,0.0,0.95,XGBoost,7.1
txt:harlem,1,253.0,0.0,5.14,XGBoost,7.1
txt:management year,1,253.0,0.0,1.72,XGBoost,7.1
txt:mayo,1,253.0,0.0,2.68,XGBoost,7.1
txt:mckesson corp,1,253.0,0.0,3.54,XGBoost,7.1
txt:help resolve,1,254.0,0.0,4.13,XGBoost,7.1
txt:matt,1,254.0,0.0,1.44,XGBoost,7.1
txt:mattress firm,1,254.0,0.0,3.42,XGBoost,7.1
txt:modern,1,254.0,0.0,0.95,XGBoost,7.1
txt:help special,1,255.0,0.0,4.78,XGBoost,7.1
txt:mobile,1,255.0,0.0,0.98,XGBoost,7.1
txt:petco,1,255.0,0.0,2.05,XGBoost,7.1
txt:hep,1,256.0,0.0,4.52,XGBoost,7.1
txt:lewis,1,256.0,0.0,0.75,XGBoost,7.1
txt:instead small,1,257.0,0.0,2.59,XGBoost,7.1
txt:landing,1,257.0,0.0,4.02,XGBoost,7.1
txt:lesson learned,1,257.0,0.0,0.79,XGBoost,7.1
txt:military year,1,257.0,0.0,1.81,XGBoost,7.1
txt:lender help,1,258.0,0.0,1.18,XGBoost,7.1
txt:lenscrafters,1,258.0,0.0,4.8,XGBoost,7.1
txt:macdonald,1,259.0,0.0,4.33,XGBoost,7.1
txt:plan putting,1,259.0,0.0,2.22,XGBoost,7.1
txt:gkn,1,260.0,0.0,3.8,XGBoost,7.1
txt:keeping payment,1,260.0,0.0,2.54,XGBoost,7.1
txt:home verizon,1,261.0,0.0,4.49,XGBoost,7.1
txt:know pay,1,261.0,0.0,0.9,XGBoost,7.1
txt:hopefully help,1,264.0,0.0,2.1,XGBoost,7.1
txt:improvement florida,1,264.0,0.0,2.79,XGBoost,7.1
txt:knock,1,264.0,0.0,0.96,XGBoost,7.1
txt:life change,1,264.0,0.0,2.27,XGBoost,7.1
txt:global logistics,1,265.0,0.0,4.19,XGBoost,7.1
txt:lady,1,265.0,0.0,3.09,XGBoost,7.1
txt:ice,1,266.0,0.0,3.02,XGBoost,7.1
txt:kaiser,1,266.0,0.0,0.71,XGBoost,7.1
txt:maquet,1,266.0,0.0,2.45,XGBoost,7.1
txt:oswego,1,266.0,0.0,3.07,XGBoost,7.1
txt:ibm corp,1,267.0,0.0,2.79,XGBoost,7.1
txt:joy,1,267.0,0.0,0.93,XGBoost,7.1
txt:lasalle,1,267.0,0.0,2.73,XGBoost,7.1
txt:payment multiple,1,267.0,0.0,1.2,XGBoost,7.1
txt:hca,1,268.0,0.0,3.27,XGBoost,7.1
txt:invest great,1,268.0,0.0,2.31,XGBoost,7.1
txt:job right,1,268.0,0.0,0.83,XGBoost,7.1
txt:glidewell,1,269.0,0.0,4.66,XGBoost,7.1
txt:harbour,1,269.0,0.0,3.16,XGBoost,7.1
txt:paying tax,1,269.0,0.0,2.29,XGBoost,7.1
txt:godaddy,1,270.0,0.0,7.46,XGBoost,7.1
txt:job health,1,270.0,0.0,1.17,XGBoost,7.1
txt:nyct,1,270.0,0.0,3.22,XGBoost,7.1
txt:payment hopefully,1,270.0,0.0,0.94,XGBoost,7.1
txt:gojo,1,271.0,0.0,6.65,XGBoost,7.1
txt:guardsmark llc,1,271.0,0.0,3.9,XGBoost,7.1
txt:ibew,1,271.0,0.0,2.41,XGBoost,7.1
txt:int rate,1,271.0,0.0,2.26,XGBoost,7.1
txt:jewel,1,271.0,0.0,1.15,XGBoost,7.1
txt:gorman,1,272.0,0.0,3.93,XGBoost,7.1
txt:island,1,272.0,0.0,1.36,XGBoost,7.1
txt:kmart,1,272.0,0.0,1.78,XGBoost,7.1
txt:gyn,1,273.0,0.0,2.85,XGBoost,7.1
txt:humanity,1,273.0,0.0,2.77,XGBoost,7.1
txt:home daughter,1,274.0,0.0,2.78,XGBoost,7.1
txt:investor question,1,274.0,0.0,1.52,XGBoost,7.1
txt:looking funding,1,274.0,0.0,1.55,XGBoost,7.1
txt:hanover regional,1,275.0,0.0,3.38,XGBoost,7.1
txt:looking investor,1,275.0,0.0,1.68,XGBoost,7.1
txt:paying earlier,1,275.0,0.0,1.08,XGBoost,7.1
txt:footwear,1,276.0,0.0,3.15,XGBoost,7.1
txt:investor helping,1,277.0,0.0,4.17,XGBoost,7.1
txt:facility manager,1,278.0,0.0,3.72,XGBoost,7.1
txt:intention pay,1,278.0,0.0,0.71,XGBoost,7.1
txt:investor future,1,278.0,0.0,1.46,XGBoost,7.1
txt:lpl financial,1,278.0,0.0,1.67,XGBoost,7.1
txt:investor funding,1,279.0,0.0,1.41,XGBoost,7.1
txt:help personal,1,280.0,0.0,3.4,XGBoost,7.1
txt:insurance phone,1,280.0,0.0,0.87,XGBoost,7.1
txt:insurance credit,1,281.0,0.0,1.13,XGBoost,7.1
txt:fitter,1,282.0,0.0,8.4,XGBoost,7.1
txt:hawkeye,1,282.0,0.0,3.13,XGBoost,7.1
txt:roto rooter,1,282.0,0.0,2.48,XGBoost,7.1
txt:finisher,1,283.0,0.0,4.0,XGBoost,7.1
txt:industrial,1,283.0,0.0,0.71,XGBoost,7.1
txt:lender funded,1,283.0,0.0,1.33,XGBoost,7.1
txt:roto,1,283.0,0.0,2.48,XGBoost,7.1
txt:investers,1,284.0,0.0,1.81,XGBoost,7.1
txt:iam,1,285.0,0.0,0.74,XGBoost,7.1
txt:required credit,1,285.0,0.0,2.67,XGBoost,7.1
txt:free supervisor,1,286.0,0.0,4.73,XGBoost,7.1
txt:logan,1,286.0,0.0,1.05,XGBoost,7.1
txt:snapple,1,286.0,0.0,2.98,XGBoost,7.1
txt:forward question,1,287.0,0.0,3.2,XGBoost,7.1
txt:hood,1,287.0,0.0,1.93,XGBoost,7.1
txt:human resource,1,287.0,0.0,0.91,XGBoost,7.1
txt:flow personal,1,288.0,0.0,3.88,XGBoost,7.1
txt:payment early,1,288.0,0.0,1.63,XGBoost,7.1
txt:genuine,1,289.0,0.0,3.68,XGBoost,7.1
txt:honest,1,289.0,0.0,0.93,XGBoost,7.1
txt:home value,1,290.0,0.0,0.92,XGBoost,7.1
txt:financial order,1,291.0,0.0,3.25,XGBoost,7.1
txt:gardner,1,291.0,0.0,3.62,XGBoost,7.1
txt:help financial,1,291.0,0.0,2.58,XGBoost,7.1
txt:high good,1,291.0,0.0,3.54,XGBoost,7.1
txt:home remodel,1,291.0,0.0,0.92,XGBoost,7.1
txt:job solid,1,291.0,0.0,1.36,XGBoost,7.1
txt:funding business,1,292.0,0.0,3.6,XGBoost,7.1
txt:help house,1,292.0,0.0,2.77,XGBoost,7.1
txt:home mortgage,1,292.0,0.0,1.32,XGBoost,7.1
txt:include new,1,292.0,0.0,1.13,XGBoost,7.1
txt:home home,1,293.0,0.0,1.31,XGBoost,7.1
txt:improvement kitchen,1,293.0,0.0,1.77,XGBoost,7.1
txt:history paying,1,294.0,0.0,0.78,XGBoost,7.1
txt:forever debt,1,295.0,0.0,3.12,XGBoost,7.1
txt:large debt,1,295.0,0.0,1.01,XGBoost,7.1
txt:dollar store,1,296.0,0.0,3.02,XGBoost,7.1
txt:field service,1,296.0,0.0,2.32,XGBoost,7.1
txt:laboratory,1,296.0,0.0,1.22,XGBoost,7.1
txt:pay seperate,1,296.0,0.0,4.71,XGBoost,7.1
txt:geo group,1,297.0,0.0,3.34,XGBoost,7.1
txt:help really,1,297.0,0.0,0.97,XGBoost,7.1
txt:kpmg,1,297.0,0.0,0.95,XGBoost,7.1
txt:fix kitchen,1,298.0,0.0,2.92,XGBoost,7.1
txt:inspector,1,298.0,0.0,1.53,XGBoost,7.1
txt:requested debt,1,298.0,0.0,2.38,XGBoost,7.1
txt:dupage,1,299.0,0.0,4.37,XGBoost,7.1
txt:dyer,1,300.0,0.0,3.88,XGBoost,7.1
txt:editor,1,301.0,0.0,4.31,XGBoost,7.1
txt:equipment major,1,301.0,0.0,3.45,XGBoost,7.1
txt:faster start,1,301.0,0.0,5.21,XGBoost,7.1
txt:gaf,1,301.0,0.0,3.04,XGBoost,7.1
txt:help promise,1,301.0,0.0,1.28,XGBoost,7.1
txt:karen,1,301.0,0.0,2.39,XGBoost,7.1
txt:fastenal,1,302.0,0.0,2.98,XGBoost,7.1
txt:great lake,1,302.0,0.0,2.57,XGBoost,7.1
txt:help monthly,1,302.0,0.0,1.14,XGBoost,7.1
txt:med center,1,302.0,0.0,3.0,XGBoost,7.1
txt:prestige,1,302.0,0.0,1.86,XGBoost,7.1
txt:guard,1,303.0,0.0,2.22,XGBoost,7.1
txt:grocery,1,304.0,0.0,0.95,XGBoost,7.1
txt:protect credit,1,304.0,0.0,2.36,XGBoost,7.1
txt:insurance agent,1,305.0,0.0,1.29,XGBoost,7.1
txt:help good,1,306.0,0.0,1.12,XGBoost,7.1
txt:instead currently,1,306.0,0.0,1.42,XGBoost,7.1
txt:issue paying,1,306.0,0.0,1.1,XGBoost,7.1
txt:month dept,1,306.0,0.0,2.79,XGBoost,7.1
txt:gratitude,1,307.0,0.0,0.74,XGBoost,7.1
txt:debt joseph,1,308.0,0.0,4.46,XGBoost,7.1
txt:half debt,1,308.0,0.0,2.05,XGBoost,7.1
txt:help looking,1,308.0,0.0,1.06,XGBoost,7.1
txt:money friend,1,308.0,0.0,2.71,XGBoost,7.1
txt:grandmother,1,309.0,0.0,1.49,XGBoost,7.1
txt:help job,1,309.0,0.0,0.94,XGBoost,7.1
txt:debt payer,1,310.0,0.0,5.7,XGBoost,7.1
txt:debt rose,1,310.0,0.0,3.18,XGBoost,7.1
txt:harbor freight,1,310.0,0.0,3.04,XGBoost,7.1
txt:heart attack,1,310.0,0.0,1.14,XGBoost,7.1
txt:high quality,1,310.0,0.0,1.91,XGBoost,7.1
txt:income secure,1,310.0,0.0,1.26,XGBoost,7.1
txt:harrahs,1,312.0,0.0,2.15,XGBoost,7.1
txt:gannett,1,313.0,0.0,1.96,XGBoost,7.1
txt:intrest rate,1,313.0,0.0,0.94,XGBoost,7.1
txt:service agency,1,313.0,0.0,3.09,XGBoost,7.1
txt:fear valley,1,314.0,0.0,5.37,XGBoost,7.1
txt:getting life,1,314.0,0.0,2.66,XGBoost,7.1
txt:medical expences,1,314.0,0.0,2.74,XGBoost,7.1
txt:dept pay,1,315.0,0.0,3.3,XGBoost,7.1
txt:elimination high,1,315.0,0.0,2.54,XGBoost,7.1
txt:fcps,1,315.0,0.0,4.12,XGBoost,7.1
txt:getting thing,1,315.0,0.0,2.27,XGBoost,7.1
txt:halfway,1,315.0,0.0,1.64,XGBoost,7.1
txt:dental debt,1,316.0,0.0,4.43,XGBoost,7.1
txt:expense department,1,316.0,0.0,3.98,XGBoost,7.1
txt:houston,1,316.0,0.0,1.3,XGBoost,7.1
txt:desperate,1,317.0,0.0,4.46,XGBoost,7.1
txt:house repair,1,317.0,0.0,2.01,XGBoost,7.1
txt:destroy debt,1,319.0,0.0,4.05,XGBoost,7.1
txt:funeral expense,1,319.0,0.0,1.15,XGBoost,7.1
txt:hopeful,1,319.0,0.0,2.04,XGBoost,7.1
txt:dough,1,320.0,0.0,6.4,XGBoost,7.1
txt:free personal,1,320.0,0.0,4.05,XGBoost,7.1
txt:homeland security,1,320.0,0.0,1.26,XGBoost,7.1
txt:indian,1,320.0,0.0,1.45,XGBoost,7.1
txt:driller,1,321.0,0.0,3.92,XGBoost,7.1
txt:fund needed,1,321.0,0.0,1.16,XGBoost,7.1
txt:darling,1,322.0,0.0,5.3,XGBoost,7.1
txt:fund debt,1,322.0,0.0,1.07,XGBoost,7.1
txt:year lived,1,322.0,0.0,1.38,XGBoost,7.1
txt:fund buy,1,323.0,0.0,1.31,XGBoost,7.1
txt:income house,1,323.0,0.0,1.15,XGBoost,7.1
txt:lease life,1,323.0,0.0,4.82,XGBoost,7.1
txt:year increased,1,323.0,0.0,1.15,XGBoost,7.1
txt:davis county,1,324.0,0.0,5.55,XGBoost,7.1
txt:education corporation,1,324.0,0.0,3.19,XGBoost,7.1
txt:heb,1,324.0,0.0,2.89,XGBoost,7.1
txt:fully,1,325.0,0.0,0.82,XGBoost,7.1
txt:growth debt,1,325.0,0.0,2.88,XGBoost,7.1
txt:harris teeter,1,325.0,0.0,2.16,XGBoost,7.1
txt:debt admin,1,326.0,0.0,4.78,XGBoost,7.1
txt:knight frank,1,326.0,0.0,3.52,XGBoost,7.1
txt:payment week,1,326.0,0.0,0.98,XGBoost,7.1
txt:requesting fund,1,326.0,0.0,1.86,XGBoost,7.1
txt:year manager,1,326.0,0.0,1.75,XGBoost,7.1
txt:cummings,1,327.0,0.0,3.39,XGBoost,7.1
txt:debt area,1,327.0,0.0,6.14,XGBoost,7.1
txt:freeing,1,327.0,0.0,1.12,XGBoost,7.1
txt:paying easy,1,327.0,0.0,3.37,XGBoost,7.1
txt:payment repay,1,327.0,0.0,0.94,XGBoost,7.1
txt:presbyterian,1,327.0,0.0,1.95,XGBoost,7.1
txt:damaging,1,328.0,0.0,3.78,XGBoost,7.1
txt:debt combining,1,328.0,0.0,3.74,XGBoost,7.1
txt:dmc,1,328.0,0.0,3.38,XGBoost,7.1
txt:fairchild,1,328.0,0.0,2.37,XGBoost,7.1
txt:forward life,1,328.0,0.0,0.71,XGBoost,7.1
txt:recycling,1,328.0,0.0,2.59,XGBoost,7.1
txt:desperately trying,1,329.0,0.0,2.68,XGBoost,7.1
txt:force,1,330.0,0.0,1.05,XGBoost,7.1
txt:person job,1,330.0,0.0,2.21,XGBoost,7.1
txt:debit consolidation,1,331.0,0.0,4.08,XGBoost,7.1
txt:dental pay,1,331.0,0.0,2.61,XGBoost,7.1
txt:year add,1,331.0,0.0,1.9,XGBoost,7.1
txt:flight,1,332.0,0.0,0.74,XGBoost,7.1
txt:pay city,1,332.0,0.0,3.3,XGBoost,7.1
txt:peak,1,332.0,0.0,1.74,XGBoost,7.1
txt:debt fixer,1,333.0,0.0,4.62,XGBoost,7.1
txt:express discover,1,333.0,0.0,2.32,XGBoost,7.1
txt:fitness,1,333.0,0.0,0.73,XGBoost,7.1
txt:dennis,1,334.0,0.0,2.74,XGBoost,7.1
txt:payoff debt,1,334.0,0.0,1.52,XGBoost,7.1
txt:fine,1,335.0,0.0,1.04,XGBoost,7.1
txt:dept credit,1,336.0,0.0,3.29,XGBoost,7.1
txt:help payoff,1,336.0,0.0,1.14,XGBoost,7.1
txt:dept cosolidation,1,337.0,0.0,4.17,XGBoost,7.1
txt:fifth,1,337.0,0.0,0.78,XGBoost,7.1
txt:worker looking,1,337.0,0.0,3.55,XGBoost,7.1
txt:worldwide,1,337.0,0.0,1.1,XGBoost,7.1
txt:correction officer,1,338.0,0.0,4.95,XGBoost,7.1
txt:year consolidate,1,338.0,0.0,0.84,XGBoost,7.1
txt:county human,1,339.0,0.0,3.88,XGBoost,7.1
txt:family help,1,340.0,0.0,1.1,XGBoost,7.1
txt:greene,1,341.0,0.0,3.74,XGBoost,7.1
txt:head start,1,341.0,0.0,2.24,XGBoost,7.1
txt:pers,1,341.0,0.0,6.56,XGBoost,7.1
txt:debt helper,1,342.0,0.0,3.2,XGBoost,7.1
txt:extremely stable,1,342.0,0.0,0.69,XGBoost,7.1
txt:fedex freight,1,342.0,0.0,2.09,XGBoost,7.1
txt:free money,1,342.0,0.0,1.22,XGBoost,7.1
txt:pepper snapple,1,342.0,0.0,2.98,XGBoost,7.1
txt:final year,1,343.0,0.0,2.0,XGBoost,7.1
txt:growing business,1,343.0,0.0,1.64,XGBoost,7.1
txt:employer looking,1,344.0,0.0,2.15,XGBoost,7.1
txt:finance home,1,344.0,0.0,2.68,XGBoost,7.1
txt:payment result,1,344.0,0.0,2.43,XGBoost,7.1
txt:expense include,1,345.0,0.0,0.8,XGBoost,7.1
txt:financial corp,1,345.0,0.0,4.02,XGBoost,7.1
txt:half paid,1,345.0,0.0,1.29,XGBoost,7.1
txt:help daughter,1,345.0,0.0,1.27,XGBoost,7.1
txt:help accomplish,1,346.0,0.0,1.75,XGBoost,7.1
txt:year taking,1,346.0,0.0,1.06,XGBoost,7.1
txt:consolidation swiss,1,347.0,0.0,3.77,XGBoost,7.1
txt:payment charge,1,347.0,0.0,2.38,XGBoost,7.1
txt:horton,1,348.0,0.0,3.07,XGBoost,7.1
txt:coty,1,349.0,0.0,3.43,XGBoost,7.1
txt:establishing credit,1,351.0,0.0,1.43,XGBoost,7.1
txt:different day,1,352.0,0.0,2.36,XGBoost,7.1
txt:financial crisis,1,352.0,0.0,1.66,XGBoost,7.1
txt:credit moving,1,354.0,0.0,3.3,XGBoost,7.1
txt:funded able,1,354.0,0.0,1.57,XGBoost,7.1
txt:personel,1,354.0,0.0,1.71,XGBoost,7.1
txt:washington university,1,354.0,0.0,0.78,XGBoost,7.1
txt:dependable job,1,355.0,0.0,2.03,XGBoost,7.1
txt:new bed,1,355.0,0.0,2.45,XGBoost,7.1
txt:diligently paying,1,356.0,0.0,2.42,XGBoost,7.1
txt:driven,1,356.0,0.0,0.77,XGBoost,7.1
txt:fund allow,1,356.0,0.0,1.58,XGBoost,7.1
txt:page group,1,356.0,0.0,3.17,XGBoost,7.1
txt:environment,1,357.0,0.0,0.9,XGBoost,7.1
txt:finish house,1,357.0,0.0,1.96,XGBoost,7.1
txt:nanny,1,357.0,0.0,2.74,XGBoost,7.1
txt:wedding date,1,358.0,0.0,1.11,XGBoost,7.1
txt:consuladation,1,359.0,0.0,4.13,XGBoost,7.1
txt:debt army,1,359.0,0.0,3.62,XGBoost,7.1
txt:ending,1,359.0,0.0,1.29,XGBoost,7.1
txt:mta bus,1,359.0,0.0,3.56,XGBoost,7.1
txt:contracting officer,1,360.0,0.0,3.73,XGBoost,7.1
txt:dog,1,360.0,0.0,0.91,XGBoost,7.1
txt:dunkin,1,360.0,0.0,4.65,XGBoost,7.1
txt:fusion,1,360.0,0.0,1.8,XGBoost,7.1
txt:consolidation nursing,1,361.0,0.0,6.84,XGBoost,7.1
txt:dayton,1,361.0,0.0,3.78,XGBoost,7.1
txt:fund small,1,361.0,0.0,1.84,XGBoost,7.1
txt:doing home,1,362.0,0.0,2.01,XGBoost,7.1
txt:dying,1,362.0,0.0,1.32,XGBoost,7.1
txt:village,1,362.0,0.0,0.69,XGBoost,7.1
txt:medium size,1,363.0,0.0,3.98,XGBoost,7.1
txt:consolidation postal,1,364.0,0.0,4.28,XGBoost,7.1
txt:cowboy,1,364.0,0.0,2.79,XGBoost,7.1
txt:dairy queen,1,364.0,0.0,3.62,XGBoost,7.1
txt:division,1,364.0,0.0,1.22,XGBoost,7.1
txt:easier help,1,364.0,0.0,2.04,XGBoost,7.1
txt:mfa,1,364.0,0.0,3.32,XGBoost,7.1
txt:fresno,1,365.0,0.0,1.92,XGBoost,7.1
txt:having pay,1,365.0,0.0,0.99,XGBoost,7.1
txt:rebuild credit,1,365.0,0.0,2.49,XGBoost,7.1
txt:version,1,365.0,0.0,0.76,XGBoost,7.1
txt:consolidation rose,1,366.0,0.0,3.99,XGBoost,7.1
txt:disease,1,366.0,0.0,1.08,XGBoost,7.1
txt:consolitdation,1,367.0,0.0,3.06,XGBoost,7.1
txt:removing,1,367.0,0.0,2.48,XGBoost,7.1
txt:const,1,368.0,0.0,3.71,XGBoost,7.1
txt:dept correction,1,368.0,0.0,1.39,XGBoost,7.1
txt:going paying,1,368.0,0.0,0.9,XGBoost,7.1
txt:palace,1,368.0,0.0,3.36,XGBoost,7.1
txt:reorganization,1,368.0,0.0,2.29,XGBoost,7.1
